Student_ID,Student_Name,Age,Education_Level,Course,Semester,Registered_Subjects,Learning_Goal
S00180,Robert Oconnell,18,Undergraduate,BTech Electronics,Semester 3,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Competitive Exam Prep
S00181,Alexander Collins,30,Postgraduate,LLM,Semester 4,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Grade Improvement
S00182,Tina Sanders,18,Undergraduate,BSc Science,Semester 2,Physics; Chemistry; Mathematics; Botany; Zoology,College Admission Prep
S00183,Angela Vaughn,17,Diploma,Diploma in Electronics Engineering,Semester 2,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Career Growth
S00184,Ashley Barton,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S00185,Lindsay Martinez,20,Undergraduate,BCom,Semester 2,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Skill Building
S00186,Dr. Hannah Patterson,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S00187,Jonathan Peterson,23,Undergraduate,BTech Electronics,Semester 2,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Grade Improvement
S00188,Samantha Garcia,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S00189,Madison Poole,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S00190,Jessica Gross,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,College Admission Prep
S00191,Debra Morton,19,Undergraduate,MBBS,Year 3,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Revision & Practice
S00192,Karen Graham,19,Undergraduate,BBA,Semester 4,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Concept Mastery
S00193,Debra Christian,22,Undergraduate,BCom,Semester 1,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Skill Building
S00194,Angelica Keith,19,Undergraduate,BBA,Semester 1,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Certification Prep
S00195,John Bishop,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S00196,Allen Rosales,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Research Preparation
S00197,Daniel Salinas,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Grade Improvement
S00198,Spencer Haynes,18,Undergraduate,BTech Artificial Intelligence,Semester 4,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Concept Mastery
S00199,Adam Vaughan,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Grade Improvement
S00200,Nathan Freeman,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S00201,Melissa Brewer,20,Undergraduate,BSc Science,Semester 6,Physics; Chemistry; Mathematics; Botany; Zoology,Career Growth
S00202,Ricky Davis II,22,Undergraduate,BCom,Semester 4,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Revision & Practice
S00203,Elizabeth Perkins,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Grade Improvement
S00204,Joseph Coleman,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S00205,Erin Warner,23,Postgraduate,MTech Artificial Intelligence,Semester 3,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Skill Building
S00206,David Martinez,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S00207,Bryan Herrera,21,Undergraduate,BTech Artificial Intelligence,Semester 5,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Grade Improvement
S00208,Cathy Robinson,16,Diploma,Diploma in Computer Science,Semester 5,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Exam Preparation
S00209,Dr. William Warren,18,Undergraduate,BTech Civil Engineering,Semester 5,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Research Preparation
S00210,Brian Lee,21,Undergraduate,BTech Artificial Intelligence,Semester 1,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Research Preparation
S00211,Christopher Smith,22,Postgraduate,MTech Computer Science,Semester 2,Advanced Algorithms; Distributed Systems; Cloud Computing; Advanced DBMS; Advanced Operating Systems,Grade Improvement
S00212,Denise Mccann,22,Postgraduate,MBA,Semester 1,Strategic Management; Financial Management; Marketing Management; Human Resource Management; Operations Management,Career Growth
S00213,Melissa Martinez,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S00214,Katherine Salas,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S00215,Julie Alexander,22,Postgraduate,MTech Artificial Intelligence,Semester 1,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Competitive Exam Prep
S00216,Anthony Everett,18,Undergraduate,BTech Electronics,Semester 7,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Research Preparation
S00217,Rodney Morales,19,Undergraduate,BBA,Semester 3,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Career Growth
S00218,Mark Brown,23,Undergraduate,BTech Civil Engineering,Semester 2,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Skill Building
S00219,Justin Torres,15,Diploma,Diploma in Mechanical Engineering,Semester 2,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Concept Mastery
S00220,Bailey Duran DDS,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Exam Preparation
S00221,Courtney Mills,15,Diploma,Diploma in Electronics Engineering,Semester 6,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Concept Mastery
S00222,Jeremy Dalton,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Skill Building
S00223,Elizabeth Oliver DDS,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Certification Prep
S00224,Theresa Clark,15,Diploma,Diploma in Electronics Engineering,Semester 1,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Revision & Practice
S00225,Matthew Moore,18,Undergraduate,BTech Civil Engineering,Semester 3,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Career Growth
S00226,Benjamin Smith,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S00227,Kirk Carter,23,Undergraduate,BTech Artificial Intelligence,Semester 5,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Exam Preparation
S00228,Michael Warner,23,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Research Preparation
S00229,Michael Bradshaw,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Revision & Practice
S00230,Lori Guerrero,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S00231,Jessica Stephens,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S00232,Susan Serrano,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Revision & Practice
S00233,Christopher Parker,18,Undergraduate,BTech Computer Science,Semester 7,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Competitive Exam Prep
S00234,Laura Roberts,15,Diploma,Diploma in Computer Science,Semester 6,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Grade Improvement
S00235,Michael Lyons,21,Undergraduate,BTech Computer Science,Semester 1,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Exam Preparation
S00236,Kathryn Snyder,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Skill Building
S00237,Andrew Reynolds,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Exam Preparation
S00238,David Davis,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S00239,Sara Johnston,23,Undergraduate,BTech Civil Engineering,Semester 6,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,College Admission Prep
S00240,Yvonne Chambers,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Career Growth
S00241,Andrew Avila,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Certification Prep
S00242,Matthew Moon,18,Undergraduate,BCom,Semester 3,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Certification Prep
S00243,Kevin Walters,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Concept Mastery
S00244,Brandon Bailey MD,25,Postgraduate,MTech Artificial Intelligence,Semester 4,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Grade Improvement
S00245,Shannon Rivera,26,Postgraduate,MD,Year 2,Advanced Pathology; Clinical Medicine; Surgery; Radiology; Advanced Pharmacology,Grade Improvement
S00246,Donna Landry,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S00247,Krista Gibson,19,Undergraduate,BTech Electronics,Semester 2,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Competitive Exam Prep
S00248,Frank Cordova,19,Undergraduate,BBA,Semester 3,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Certification Prep
S00249,Jose Travis,18,Undergraduate,BTech Civil Engineering,Semester 3,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Concept Mastery
S00250,Kimberly Gutierrez,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S00251,Isaiah Avila,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S00252,Olivia Harris,24,Postgraduate,LLM,Semester 3,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Career Growth
S00253,Tanya Kim,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S00254,Barbara Dudley,19,Undergraduate,BTech Computer Science,Semester 8,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Grade Improvement
S00255,Cynthia Moore,22,Undergraduate,BCom,Semester 5,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Skill Building
S00256,Kristen Davis,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S00257,Susan Murray MD,23,Postgraduate,MTech Computer Science,Semester 1,Advanced Algorithms; Distributed Systems; Cloud Computing; Advanced DBMS; Advanced Operating Systems,Certification Prep
S00258,Kathleen Moran,23,Postgraduate,MTech Artificial Intelligence,Semester 2,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Certification Prep
S00259,Denise Davenport,21,Undergraduate,BTech Mechanical Engineering,Semester 8,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Skill Building
S00260,Mrs. Kristen Reyes,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Competitive Exam Prep
S00261,Katie Suarez,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Career Growth
S00262,Desiree Tyler,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Exam Preparation
S00263,Timothy Romero,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Exam Preparation
S00264,Diane Evans,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S00265,Yvonne Burns,22,Undergraduate,BTech Computer Science,Semester 1,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Certification Prep
S00266,Joshua Reed,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Exam Preparation
S00267,Kimberly Gibson,22,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Certification Prep
S00268,Colin Terry,20,Undergraduate,BTech Computer Science,Semester 4,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Competitive Exam Prep
S00269,Cynthia Rowe,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S00270,Patrick Thornton,18,Undergraduate,BTech Electronics,Semester 3,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Grade Improvement
S00271,Jasmin Alvarado,16,Diploma,Diploma in Electronics Engineering,Semester 4,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Concept Mastery
